meeting_id,caption,speaker,caption_group_id
0,"Not not huge , but {vocalsound}",Project Manager,153
0,{vocalsound},Industrial Designer,154
0,But definitely not {disfmarker} well I don't know .,Marketing,155
0,It can't be that hard to put some kind of a noise on it .,User Interface,156
0,"No , it can't be , uh-uh .",Marketing,157
0,No it really wouldn't be .,Industrial Designer,158
0,Huh .,Project Manager,159
0,Or like or like a light thing .,User Interface,160
0,You know .,User Interface,160
0,I dunno {vocalsound},User Interface,160
0,{vocalsound},Industrial Designer,161
0,{vocalsound} Like spaceship .,Marketing,162
0,.,User Interface,163
0,Yeah {vocalsound} .,User Interface,163
0,Or make it mobile so it runs around and comes come find you yeah {vocalsound} .,User Interface,163
0,{vocalsound},Industrial Designer,164
0,{vocalsound},Project Manager,165
0,{vocalsound},Industrial Designer,166
0,That would be really {disfmarker} I'm sure we could do that for twenty five Euros a pop .,User Interface,167
0,Little homing device .,Project Manager,168
0,{vocalsound} {vocalsound} Um .,Project Manager,168
0,{vocalsound},Industrial Designer,169
0,{vocalsound} Yeah {vocalsound} .,User Interface,170
0,Uh .,User Interface,170
0,Okay .,Project Manager,171
0,So what do we think this remote control should {disfmarker} Five minutes .,Project Manager,171
0,Oh dear .,Marketing,172
0,Till the meeting {disfmarker} oh right .,Project Manager,173
0,This is what we have left .,Project Manager,173
0,"Um , oh we just {gap}",Project Manager,173
0,"I also think though that it shouldn't have too many buttons ,",User Interface,174
0,"Yeah , I agree .",Industrial Designer,175
0,'cause I hate that when they have too many buttons and {disfmarker},User Interface,176
0,Yeah .,Project Manager,177
0,"{vocalsound} B_ button and the F_ button , they don't do anything .",Industrial Designer,178
0,"Yeah , yeah yeah .",Marketing,179
0,"I mean I know it has to have enough functions but like , I don't know you , just have like eight thousand buttons and you're like , no , you never use half of them .",User Interface,180
0,So .,User Interface,180
0,"You {disfmarker} what if um may be a little fancy but what if it had like a little screen , so it has less buttons but it still has all the functions .",Project Manager,181
0,Like the way a mobile phone does .,Project Manager,181
0,That would be cool .,User Interface,182
0,Yeah .,Marketing,183
0,Yeah .,User Interface,184
0,I mean it just seems like {disfmarker},User Interface,184
0,"So you could like um {disfmarker} like if you have I dunno if you have satellite if you have a hundred channels , you can {disfmarker} the way you do it on your radio is that you uh {disfmarker}",Project Manager,185
0,yeah .,User Interface,186
0,what do you call it {disfmarker},Project Manager,187
0,Select .,Marketing,188
0,Uh .,Marketing,188
0,"s y yeah but you can programme , so you can programme like your favourite channels , so like if you had a s",Project Manager,189
0,"But , would you have the screen on the thing , or would you have it on the telly transmitting the screen .",Marketing,190
0,That's something we could decide .,Project Manager,191
0,Mm .,Project Manager,191
0,Because {disfmarker},Marketing,192
0,I guess they would go together somehow ?,User Interface,193
0,I dunno .,User Interface,193
0,"Because , I don't know if it's {disfmarker} {vocalsound} I think it's e expensive , if you have {disfmarker} if you use the telly screen , 'cause the telly's already a screen , then you can pro sort of have a programming function , really easy sort of arrow up and down , on the remote ,",Marketing,194
0,Yeah .,Project Manager,195
0,Yeah .,Project Manager,195
0,and then use the telly as a screen .,Marketing,196
0,Right .,Project Manager,197
0,But um {disfmarker},Marketing,198
0,I'm thinking kind of {disfmarker},User Interface,199
0,But yeah for sure .,Marketing,200
0,"Something like not {disfmarker} it's not on the button but it's telling you what to do ,",Marketing,200
0,Yeah .,Project Manager,201
0,is that what you mean ?,Marketing,202
0,Yeah .,Project Manager,203
0,Right .,Marketing,204
0,Mm .,Marketing,204
0,"Or like you h you see those you know people {disfmarker} I'm thinking of like celebrity cribs kind of things when like they have all those {disfmarker} these things that at their house you know {disfmarker} their their entire house is so electronic , and they have like this one master control that {disfmarker} and it's like a hand held like {disfmarker} turns on everything sort of control and it has like a screen and like {disfmarker} so I think it should be possible to have some kind of a screen , I don't know if {disfmarker} it must be {disfmarker} it would probably {disfmarker}",User Interface,205
0,Yeah .,Marketing,206
0,must be ex too expensive though t like I dunno .,User Interface,207
0,Mm .,Project Manager,208
0,But like mobile phones have screens and they're cheap .,Marketing,209
0,"Yeah , yeah .",User Interface,210
0,Yeah that's true .,User Interface,210
0,Yeah .,Project Manager,211
0,"I mean , we have to remember our budget is twelve point {disfmarker} twelve fifty for {disfmarker} to actually make the device .",Project Manager,211
0,Yeah .,Marketing,212
0,Mm .,User Interface,213
0,"Um but it's something to think about , yeah .",Project Manager,214
0,"Well , I guess we have to get to that later , yeah .",User Interface,215
0,I mean we'll have to see how much that would be .,Project Manager,216
0,{vocalsound},User Interface,217
0,Or some {disfmarker} it i we can find out probably on the internet {vocalsound} how much it's {disfmarker},Marketing,218
0,Yeah .,Project Manager,219
0,Um .,Marketing,220
0,"Yeah , and the other thing you said that thing about robust and water um {disfmarker}",Marketing,220
0,{vocalsound},Industrial Designer,221
0,What was the word ?,Marketing,222
0,Furry .,User Interface,223
0,Water resistant .,Marketing,224
0,Oh I was just {disfmarker} {vocalsound},Project Manager,225
0,{vocalsound},User Interface,226
0,"No but it's {disfmarker} I thought , ah , spot on .",Marketing,227
0,{vocalsound},Industrial Designer,228
0,"Good feel , tact tactile , good tactile feel ,",Marketing,229
0,Yeah .,Project Manager,230
0,maybe something didn doesn't make your hands sweat lot .,Marketing,231
0,Yeah .,User Interface,232
0,"Mm , mm .",User Interface,232
0,That's quite annoying .,Marketing,233
0,"Maybe um just like a simple thing to have a clip on it , like so you can clip it to your {disfmarker}",Project Manager,234
0,Yeah .,User Interface,235
0,like that's another {disfmarker},Project Manager,236
0,"Yeah , clip .",Marketing,237
0,Ooh {vocalsound} .,Marketing,237
0,Um .,Marketing,237
0,Um .,Project Manager,238
0,"We should probably start wrapping up , um we've got some initial ideas that we can all look into .",Project Manager,238
0,"Um , and come up with some new ones for the next meeting , which will be in another thirty minutes .",Project Manager,238
0,Um .,Project Manager,238
0,So .,Project Manager,238
0,Yeah .,Project Manager,238
0,"The Industrial Designer , what does that stand for , I_D_ ,",Project Manager,238
0,Yeah I think so .,Industrial Designer,239
0,yeah {vocalsound} um is going to be looking more into the working design .,Project Manager,240
0,So I guess you'd be looking at lots of the things we discussed about screen and um that sort of thing .,Project Manager,240
0,"The something , what is the U_I_ ?",Project Manager,240
0,User .,Industrial Designer,241
0,"Yeah , what does it stand for again ?",Project Manager,242
0,That's me .,User Interface,243
0,"Uh , User Interface design .",User Interface,243
0,User Interface Designer .,Project Manager,244
0,So that's gonna be more technical .,Project Manager,244
0,I guess that maybe the working design has also to do with like the physical feat like just the way it looks and the way it w,Project Manager,244
0,So technical function .,User Interface,245
0,The working design is the structure .,Industrial Designer,246
0,"Yeah , yeah .",Project Manager,247
0,What is technical functions exactl I I don't really know what {disfmarker},User Interface,248
0,"Um , I guess you'd have to find out {vocalsound} .",Project Manager,249
0,{vocalsound},Industrial Designer,250
0,{gap},User Interface,251
0,Um .,Industrial Designer,252
0,It says on that email but it {disfmarker},Marketing,253
0,It was in the email .,Industrial Designer,254
0,It does but it {disfmarker} I just don't really {disfmarker},User Interface,255
0,I wrote down what mine were .,Industrial Designer,256
0,It said um {disfmarker},Marketing,257
0,Yeah .,User Interface,258
0,It said {disfmarker},Marketing,259
0,"{vocalsound} What effect should the thing ha should it have , okay .",User Interface,260
0,Alright .,User Interface,260
0,Yeah,Marketing,261
0,And working design .,User Interface,262
0,like {disfmarker},Marketing,263
0,Okay .,User Interface,264
0,"Be a medium between you and the telly I think ,",Marketing,265
0,"Yeah , yeah .",User Interface,266
0,Alright .,User Interface,266
0,Mm .,Project Manager,267
0,that's uh {disfmarker},Marketing,268
0,"And how it works , okay .",User Interface,269
0,Right .,User Interface,269
0,I'm I'm on task .,User Interface,269
0,"And the M_E_ , what does that stand for {vocalsound} ?",Project Manager,270
0,M,Project Manager,270
0,Marketing .,Industrial Designer,271
0,"Marketing , right .",Project Manager,272
0,Um {vocalsound} .,Project Manager,272
0,Marketing .,Marketing,273
0,"Oh it's written here , but um .",Marketing,273
0,"So we'll be working on the user requirements , um {disfmarker} Yeah .",Project Manager,274
0,Okay .,Marketing,275
0,So I guess that wraps it up .,Project Manager,276
0,I'll see you all in thirty minutes .,Project Manager,276
0,I just did .,Project Manager,276
1,That's the same as uh on the top of it uh with the the round uh button .,User Interface,1
1,Like this one .,Industrial Designer,2
1,"But uh we don't uh we don't uh {disfmarker} we do think it's um well {disfmarker} what if with ease of use , w which prefers the {disfmarker} which the the customer of the user prefers .",User Interface,3
1,It's important .,Industrial Designer,4
1,Uh I think th this is device which which has a learning curve .,Industrial Designer,4
1,Um novice users u use this device as uh normal users use uh a c a remote control .,Industrial Designer,4
1,"And after a while they start to develop uh some skills in the the voice recognition functions , and then they will not use this dial as often .",Industrial Designer,4
1,But other users who are new to this device need something like that .,Industrial Designer,4
1,Okay .,Project Manager,5
1,"They n they need to understand what {disfmarker} uh how to change channels and uh change the volume , so it's easier for them",Industrial Designer,6
1,Could could I see the scroll bar as uh as as a sort of shortcut ?,Project Manager,7
1,"A a and the voice recognition as well ,",Project Manager,7
1,"Yeah , maybe so .",Industrial Designer,8
1,"Yes , it's {disfmarker}",Industrial Designer,8
1,th maybe you could uh could uh {disfmarker},Project Manager,9
1,"Well , it's it's it's another approach , it's more that our um {gap} .",Industrial Designer,10
1,{vocalsound} There are there are many ways of doing uh things uh on such a device .,Industrial Designer,10
1,{vocalsound} Yeah .,Project Manager,11
1,It's it's quite easy .,Industrial Designer,12
1,Okay .,Project Manager,13
1,"Okay , good .",Project Manager,13
1,And and the case is is rubber ?,Project Manager,13
1,"Yes , rubber ?",Industrial Designer,14
1,And the buttons ?,Project Manager,15
1,{vocalsound} Plastic or rubber .,User Interface,16
1,{vocalsound} There are plastic or rubber .,Industrial Designer,17
1,"Well ,",User Interface,18
1,"Okay ,",Project Manager,19
1,yeah .,User Interface,20
1,and uh the colouring ?,Project Manager,21
1,Uh yellow with uh,Industrial Designer,22
1,{gap} with with grey or black .,Project Manager,23
1,grey or black or something like that .,Industrial Designer,24
1,Whatever cost uh cost uh the least .,Industrial Designer,24
1,{vocalsound},Industrial Designer,24
1,"{vocalsound} Okay ,",Project Manager,25
1,{vocalsound},User Interface,26
1,we'll we'll come to that later .,Project Manager,27
1,Um,Project Manager,27
1,{vocalsound},Industrial Designer,28
1,okay .,Project Manager,29
1,Anything else to add or {disfmarker},Project Manager,29
1,No .,Industrial Designer,30
1,{vocalsound} Uh maybe we should uh think about these buttons .,Industrial Designer,30
1,Yeah .,Project Manager,31
1,{vocalsound} But {disfmarker},Industrial Designer,32
1,"Well , you could use two of them to programme the um channels on the two channel button ,",Marketing,33
1,"Yes , but it {disfmarker}",Industrial Designer,34
1,'cause you have to assign two channel {disfmarker} new channels .,Marketing,35
1,"but these are tasks that are only executed once , I think .",Industrial Designer,36
1,M uh yeah .,Project Manager,37
1,Or not ?,Industrial Designer,38
1,"M m but maybe you do want a programme button to uh for example activate the voice recognition , or train the voice voice recognition .",Project Manager,39
1,You {disfmarker},Marketing,40
1,Well okay .,Industrial Designer,41
1,"Okay , yeah , that's right .",Industrial Designer,41
1,Or something li like that .,Industrial Designer,41
1,And a button for disabling the voice recognition .,User Interface,42
1,"Yeah al although by pressing the button for I n don't know two , three seconds , you could also say it {disfmarker} you'd disable it with a little beep and and {disfmarker}",Project Manager,43
1,Yes .,Industrial Designer,44
1,Yeah .,User Interface,45
1,"but o okay , that that's not really really important .",Project Manager,46
1,"{vocalsound} That's the basic idea , yeah .",User Interface,47
1,Of our prototype .,User Interface,47
1,{vocalsound},Industrial Designer,48
1,The basic {disfmarker} okay .,Project Manager,49
1,Okay .,Project Manager,49
1,Um you thought of some evaluation crit criteria ?,Project Manager,49
1,Yes .,Marketing,50
1,Okay .,Project Manager,51
1,Uh my name is not name,Marketing,52
1,{vocalsound} You are nameless .,Project Manager,53
1,{vocalsound},Project Manager,53
1,{vocalsound},Industrial Designer,54
1,but {disfmarker},Marketing,55
1,{vocalsound},User Interface,56
1,"Uh well , I used the {gap} {disfmarker} the uh {gap} documents .",Marketing,57
1,And these uh were the most important criteria .,Marketing,57
1,{vocalsound} Is it spongy ?,Industrial Designer,58
1,{vocalsound},Industrial Designer,58
1,It should be .,Marketing,59
1,"{gap} {disfmarker} {vocalsound} yeah ,",Marketing,59
1,{vocalsound},Project Manager,60
1,{vocalsound},User Interface,61
1,that's uh how the fashion guys uh state it .,Marketing,62
1,Fancy look and feel .,Marketing,62
1,So {disfmarker},Marketing,62
1,So just walk through it step by step .,User Interface,63
1,"I mean , is it fancy , everything {disfmarker} I believe uh I believe it's fancy .",User Interface,63
1,{vocalsound},User Interface,63
1,Uh well appar,Marketing,64
1,I believe it's fancy too .,Industrial Designer,65
1,"Yeah , but apparently uh we shouldn't evaluate yet .",Marketing,66
1,No .,Project Manager,67
1,"Oh , sorry .",User Interface,68
1,So {disfmarker},Marketing,69
1,"Okay , so",Project Manager,70
1,Okay .,Industrial Designer,71
1,this {disfmarker} these are the cr uh the criteria .,Project Manager,72
1,"Yeah , I think these are the most important criteria .",Marketing,73
1,"Okay , well {disfmarker}",Project Manager,74
1,So uh,Marketing,75
1,the then we'll switch to my presentation .,Project Manager,76
1,Um {disfmarker},Project Manager,76
1,that's about it .,Marketing,77
1,The production costs .,Project Manager,78
1,The costs are not under {disfmarker} Can I {disfmarker} {vocalsound} Um this is the {disfmarker},Project Manager,78
1,Twenty two .,User Interface,79
1,"Yeah , it's it's w way above um uh above the the the twelve Euro fifty .",Project Manager,80
1,Yikes .,User Interface,81
1,And what makes it very expensive is uh for example the solar cell .,Project Manager,82
1,"So I guess we should skip that ,",Project Manager,82
1,Well it's very expensive .,Industrial Designer,83
1,because it's not that important .,Project Manager,84
1,Okay .,Industrial Designer,85
1,"Why does the price and and the s oh , one uh exa",User Interface,86
1,"Yeah , the the price , the the number of items and the the sum .",Project Manager,87
1,yeah .,User Interface,88
1,The number of uh {disfmarker} yeah .,User Interface,88
1,{vocalsound} Okay .,Industrial Designer,89
1,"Um well , this is what I would call our luxury model .",Project Manager,90
1,Um if you would {disfmarker},Project Manager,90
1,And and does it {disfmarker},User Interface,91
1,"if you look at the uh w w w what we could do to make it more um {vocalsound} to make it {vocalsound} just between the twelve Euro fifty , um then I did the following changes .",Project Manager,92
1,"Twelve Euro forty cents I came up with by leaving out the solar cells , um by not using the voice recognition feature ,",Project Manager,92
1,Mm-hmm .,Industrial Designer,93
1,because it's uh it's a four Euro uh addition to the price .,Project Manager,94
1,Mm-hmm .,Industrial Designer,95
1,"Um {disfmarker} Yeah , I believe {disfmarker} Uh , push-button , well {disfmarker} {vocalsound} It makes it the thirteen {disfmarker} yeah .",Project Manager,96
1,"Push-buttons are {disfmarker} buttons are are not the most expensive , but do add extra cost .",Project Manager,96
1,Hmm .,Industrial Designer,97
1,"So um {disfmarker} yeah , th this design is not um within our price model .",Project Manager,98
1,Okay .,Industrial Designer,99
1,Um {disfmarker},Project Manager,100
1,But I'm afraid it's not complete .,Industrial Designer,101
1,"Because we use spec uh specic uh special materials , the last item .",Industrial Designer,101
1,And you have not added one item there .,Industrial Designer,101
1,Yeah .,Project Manager,102
1,So it's c way too expensive .,Industrial Designer,103
1,"It's still too expensive , yeah .",Project Manager,104
1,Um {disfmarker},Project Manager,104
1,But that's that's only for the buttons .,User Interface,105
